Place,Latitude,Longitude,Weight,Team,Content,Comments,Related,Type,Negative,Postive,Neutral,Topographical features,Topographical features (general)
Samos,37.750000,26.833333,1,Neutral,"""As when by night the glass 
Of Galileo, less assured, observes 
Imagined lands and regions in the moon: 
Or pilot, from amidst the Cyclades 
Delos or Samos first appearing, kens 
A cloudy spot. Down thither prone in flight 
He [Raphael] speeds, and through the vast ethereal sky 
Sails between worlds and worlds, with steady wing 
Now on the polar winds, then with quick fan 
Winnows the buxom air; till, within soar 
Of towering eagles, to all the fowls he seems 
A phoenix, gazed by all as that sole bird, 
When, to enshrine his relics in the sun's 
Bright temple, to Egyptian Thebes he flies."" (5.261-274) [neutral]",Greek island; home of Pythagoras (perhaps relevant in context of stellar observation and navigation).,sfive,S,,,,,
Thebes,25.720556,32.610278,2,Neutral,"""As when by night the glass 
Of Galileo, less assured, observes 
Imagined lands and regions in the moon: 
Or pilot, from amidst the Cyclades 
Delos or Samos first appearing, kens 
A cloudy spot. Down thither prone in flight 
He [Raphael] speeds, and through the vast ethereal sky 
Sails between worlds and worlds, with steady wing 
Now on the polar winds, then with quick fan 
Winnows the buxom air; till, within soar 
Of towering eagles, to all the fowls he seems 
A phoenix, gazed by all as that sole bird, 
When, to enshrine his relics in the sun's 
Bright temple, to Egyptian Thebes he flies."" (5.261-274) [neutral]/ ""He through the armed files 
Darts his experienced eye, and soon traverse 
The whole battalion views, their order due, 
Their visages and stature as of gods, 
Their number last he sums. And now his heart 
Distends with pride, and hardening in his strength 
Glories: For never since created man, 
Met such embodied force, as named with these 
Could merit more then that small infantry 
Warred on by cranes: though all the giant brood 
Of Phlegra with the heroic race were joined 
That fought at Thebes and Ilium, on each side 
Mixed with auxiliar gods"" (1.567-579) [neutral]",Place where phoenix deposits its ashes after its regular immolations. / Site of battle whose combatants are compared to Satan's forces.,sfive/ ssix,M,0,0,2,region,region
Maeotis,46.000000,37.000000,1,Neutral,"""There was a place, 
Now not, though sin, not time, first wrought the change, 
Where Tigris, at the foot of Paradise, 
Into a gulf shot under ground, till part 
Rose up a fountain by the tree of life: 
In with the river sunk, and with it rose 
Satan, involved in rising mist; then sought 
Where to lie hid; sea he had searched, and land, 
From Eden over Pontus and the pool 
Maeotis, up beyond the river Ob; 
Downward as far Antarctic; and in length, 
West from Orontes to the ocean barred 
At Darien ; thence to the land where flows 
Ganges and Indus: Thus the orb he roamed 
With narrow search; and with inspection deep 
Considered every creature, which of all 
Most opportune might serve his wiles; and found 
The Serpent subtlest beast of all the field."" (9.69-86) [neutral]",The Sea of Azov.,forty,,0,0,1,sea,water
Ob,66.533889,71.394722,1,Neutral,"""There was a place, 
Now not, though sin, not time, first wrought the change, 
Where Tigris, at the foot of Paradise, 
Into a gulf shot under ground, till part 
Rose up a fountain by the tree of life: 
In with the river sunk, and with it rose 
Satan, involved in rising mist; then sought 
Where to lie hid; sea he had searched, and land, 
From Eden over Pontus and the pool 
Maeotis, up beyond the river Ob; 
Downward as far Antarctic; and in length, 
West from Orontes to the ocean barred 
At Darien ; thence to the land where flows 
Ganges and Indus: Thus the orb he roamed 
With narrow search; and with inspection deep 
Considered every creature, which of all 
Most opportune might serve his wiles; and found 
The Serpent subtlest beast of all the field."" (9.69-86) [neutral]",River in Siberia.,forty,,0,0,1,river,river
Antarctic,-90.000000,0.000000,1,Neutral,"""There was a place, 
Now not, though sin, not time, first wrought the change, 
Where Tigris, at the foot of Paradise, 
Into a gulf shot under ground, till part 
Rose up a fountain by the tree of life: 
In with the river sunk, and with it rose 
Satan, involved in rising mist; then sought 
Where to lie hid; sea he had searched, and land, 
From Eden over Pontus and the pool 
Maeotis, up beyond the river Ob; 
Downward as far Antarctic; and in length, 
West from Orontes to the ocean barred 
At Darien ; thence to the land where flows 
Ganges and Indus: Thus the orb he roamed 
With narrow search; and with inspection deep 
Considered every creature, which of all 
Most opportune might serve his wiles; and found 
The Serpent subtlest beast of all the field."" (9.69-86) [neutral]",Places Satan was inspecting to find an animal to possess,forty,,0,0,1,region,region
Orontes,35.250000,36.583333,1,Neutral,"""There was a place, 
Now not, though sin, not time, first wrought the change, 
Where Tigris, at the foot of Paradise, 
Into a gulf shot under ground, till part 
Rose up a fountain by the tree of life: 
In with the river sunk, and with it rose 
Satan, involved in rising mist; then sought 
Where to lie hid; sea he had searched, and land, 
From Eden over Pontus and the pool 
Maeotis, up beyond the river Ob; 
Downward as far Antarctic; and in length, 
West from Orontes to the ocean barred 
At Darien ; thence to the land where flows 
Ganges and Indus: Thus the orb he roamed 
With narrow search; and with inspection deep 
Considered every creature, which of all 
Most opportune might serve his wiles; and found 
The Serpent subtlest beast of all the field."" (9.69-86) [neutral]",River in Syria.,forty,,0,0,1,river,river
Darien,7.900000,-77.460000,1,Neutral,"""There was a place, 
Now not, though sin, not time, first wrought the change, 
Where Tigris, at the foot of Paradise, 
Into a gulf shot under ground, till part 
Rose up a fountain by the tree of life: 
In with the river sunk, and with it rose 
Satan, involved in rising mist; then sought 
Where to lie hid; sea he had searched, and land, 
From Eden over Pontus and the pool 
Maeotis, up beyond the river Ob; 
Downward as far Antarctic; and in length, 
West from Orontes to the ocean barred 
At Darien ; thence to the land where flows 
Ganges and Indus: Thus the orb he roamed 
With narrow search; and with inspection deep 
Considered every creature, which of all 
Most opportune might serve his wiles; and found 
The Serpent subtlest beast of all the field."" (9.69-86) [neutral]",Alternative name for Panama.,forty,,0,0,1,region,region
Ganges,22.083333,90.833333,2,Neutral,"""There was a place, 
Now not, though sin, not time, first wrought the change, 
Where Tigris, at the foot of Paradise, 
Into a gulf shot under ground, till part 
Rose up a fountain by the tree of life: 
In with the river sunk, and with it rose 
Satan, involved in rising mist; then sought 
Where to lie hid; sea he had searched, and land, 
From Eden over Pontus and the pool 
Maeotis, up beyond the river Ob; 
Downward as far Antarctic; and in length, 
West from Orontes to the ocean barred 
At Darien ; thence to the land where flows 
Ganges and Indus: Thus the orb he roamed 
With narrow search; and with inspection deep 
Considered every creature, which of all 
Most opportune might serve his wiles; and found 
The Serpent subtlest beast of all the field."" (9.69-86) [neutral] / 
""Here walked the Fiend at large in spacious field. 
As when a vulture on Imaus bred, 
Whose snowy ridge the roving Tartar bounds, 
Dislodging from a region scarce of prey 
To gorge the flesh of lambs or yeanling kids, 
On hills where flocks are fed, flies toward the springs 
Of Ganges or Hydaspes, Indian streams; 
But in his way lights on the barren plains 
Of Sericana, where Chineses drive 
With sails and wind their cany wagons light: 
So, on this windy sea of land, the Fiend 
Walked up and down alone, bent on his prey"" (3.430-441) [neutral]","River with a source in the Himalayas, inspected by Satan seeking an animal to possess. / Passed by Satan en route to Eden.",forty / tseven,,0,0,2,river,river
Malabar,11.250000,75.770000,1,Neutral,"""So counseled he [Adam], and both [with Eve] together went 
Into the thickest wood; there soon they chose 
The fig-tree; not that kind for fruit renowned, 
But such as at this day, to Indians known, 
In Malabar or Decan spreads her arms 
Branching so broad and long, that in the ground 
The bended twigs take root, and daughters grow 
About the mother tree, a pillared shade 
High over-arched, and echoing walks between: 
There oft the Indian herdsman, shunning heat, 
Shelters in cool, and tends his pasturing herds 
At loop-holes cut through thickest shade: Those leaves 
They gathered, broad as Amazonian targe; 
And, with what skill they had, together sewed, 
To gird their waist; vain covering, if to hide 
Their guilt and dreaded shame."" (9.1099-1114) [neutral]","Habitat of fig-tree, whose leaves Adam and Eve used to cover their nakedness after the eating the fruit.",ftwo,,0,0,1,,
Decan,17.000000,77.000000,1,Neutral,"""So counseled he [Adam], and both [with Eve] together went 
Into the thickest wood; there soon they chose 
The fig-tree; not that kind for fruit renowned, 
But such as at this day, to Indians known, 
In Malabar or Decan spreads her arms 
Branching so broad and long, that in the ground 
The bended twigs take root, and daughters grow 
About the mother tree, a pillared shade 
High over-arched, and echoing walks between: 
There oft the Indian herdsman, shunning heat, 
Shelters in cool, and tends his pasturing herds 
At loop-holes cut through thickest shade: Those leaves 
They gathered, broad as Amazonian targe; 
And, with what skill they had, together sewed, 
To gird their waist; vain covering, if to hide 
Their guilt and dreaded shame."" (9.1099-1114) [neutral]","Habitat of fig-tree, whose leaves Adam and Eve used to cover their nakedness after the eating the fruit.",ftwo,,0,0,1,region,region
Hellespont,40.200000,26.400000,1,Neutral,"""Deep to the roots of Hell the gathered beach 
They fastened, and the mole immense wrought on 
Over the foaming deep high-arched, a bridge 
Of length prodigious, joining to the wall 
Immoveable of this now fenceless world, 
Forfeit to Death; from hence a passage broad, 
Smooth, easy, inoffensive, down to Hell. 
So, if great things to small may be compared, 
Xerxes, the liberty of Greece to yoke, 
From Susa, his Memnonian palace high, 
Came to the sea: and, over Hellespont 
Bridging his way, Europe with Asia joined, 
And scourged with many a stroke the indignant waves."" (10.299-311) [neutral]","The narrow strait running between the Black Sea and the Aegean Sea, dividing Europe and Asia; bridged by Xerxes' ships during Persian invasion of Greece.",ffour,,0,0,1,region,region
Magellan,-53.480833,-70.783333,1,Neutral,"""Some say, the sun 
Was bid turn reins from the equinoctial road 
Like distant breadth to Taurus with the seven 
Atlantic Sisters, and the Spartan Twins, 
Up to the Tropic Crab: thence down amain 
By Leo, and the Virgin, and the Scales, 
As deep as Capricorn; to bring in change 
Of seasons to each clime; else had the spring 
Perpetual smiled on earth with vernant flowers, 
Equal in days and nights, except to those 
Beyond the polar circles; to them day 
Had unbenighted shone, while the low sun, 
To recompense his distance, in their sight 
Had rounded still the horizon, and not known 
Or east or west; which had forbid the snow 
From cold Estotiland, and south as far 
Beneath Magellan."" (10.671-687) [neutral]",Strait of Magellan.,feight,,0,0,1,water,water
Meliboea,39.600000,22.200000,1,Neutral,"""He [Michael] ended: and the archangel soon drew nigh, 
Not in his shape celestial, but as man 
Clad to meet man; over his lucid arms 
A military vest of purple flowed, 
Livelier than Meliboean, or the grain 
Of Sarra, worn by kings and heroes old 
In time of truce; Iris had dipped the woof; 
His starry helm unbuckled showed him prime 
In manhood where youth ended; by his side, 
As in a glistering zodiac, hung the sword, 
Satan's dire dread; and in his hand the spear."" (11.238-248) [neutral]",City famous for dyes.,fifty,,0,0,1,region,region
Sarra,33.270833,35.196111,1,Neutral,"""He [Michael] ended: and the archangel soon drew nigh, 
Not in his shape celestial, but as man 
Clad to meet man; over his lucid arms 
A military vest of purple flowed, 
Livelier than Meliboean, or the grain 
Of Sarra, worn by kings and heroes old 
In time of truce; Iris had dipped the woof; 
His starry helm unbuckled showed him prime 
In manhood where youth ended; by his side, 
As in a glistering zodiac, hung the sword, 
Satan's dire dread; and in his hand the spear."" (11.238-248) [neutral]","Alternative name of Tyre, city famous for dyes.",fifty,,0,0,1,region,region
Samarkand,39.700000,66.983333,1,Neutral,"""To whom thus Adam gratefully replied. 
Ascend, I follow thee, safe Guide, the path 
Thou leadest me; and to the hand of Heaven submit, 
However chastening; to the evil turn 
My obvious breast; arming to overcome 
By suffering, and earn rest from labor won, 
If so I may attain. So both ascend 
In the visions of God. It was a hill, 
Of Paradise the highest; from whose top 
The hemisphere of earth, in clearest ken, 
Stretched out to the amplest reach of prospect lay. 
Not higher that hill, nor wider looking round, 
Whereon, for different cause, the Tempter set 
Our second Adam, in the wilderness; 
To show him all Earth's kingdoms, and their glory. 
His eye might there command wherever stood 
City of old or modern fame, the seat 
Of mightiest empire, from the destined walls 
Of Cambalu, seat of Cathaian Can, 
And Samarchand by Oxus, Temir's throne, 
To Paquin of Sinaean kings; and thence 
To Agra and Lahor of great Mogul, 
Down to the golden Chersonese; or where 
The Persian in Ecbatan sat, or since 
In Hispahan; or where the Russian Czar 
In Moscow; or the Sultan in Bizance, 
Turkestan-born; nor could his eye not ken 
The empire of Negus to his utmost port 
Ercoco, and the less maritime kings 
Mombaza, and Quiloa, and Melind, 
And Sofala, thought Ophir, to the realm 
Of Congo, and Angola farthest south; 
Or thence from Niger flood to Atlas mount 
The kingdoms of Almansor, Fez and Sus, 
Morocco, and Algiers, and Tremisen; 
On Europe thence, and where Rome was to sway 
The world: in spirit perhaps he also saw 
Rich Mexico, the seat of Montezuma, 
And Cusco in Peru, the richer seat 
Of Atabalipa; and yet unspoiled 
Guiana, whose great city Geryon's sons 
Call El Dorado."" (11.370-411) [neutral]",Uzbek city on the river Oxus; part of Michael's imperial panorama.,seventy,,0,0,1,region,region
Paquin,39.913889,116.391667,1,Neutral,"""To whom thus Adam gratefully replied. 
Ascend, I follow thee, safe Guide, the path 
Thou leadest me; and to the hand of Heaven submit, 
However chastening; to the evil turn 
My obvious breast; arming to overcome 
By suffering, and earn rest from labor won, 
If so I may attain. So both ascend 
In the visions of God. It was a hill, 
Of Paradise the highest; from whose top 
The hemisphere of earth, in clearest ken, 
Stretched out to the amplest reach of prospect lay. 
Not higher that hill, nor wider looking round, 
Whereon, for different cause, the Tempter set 
Our second Adam, in the wilderness; 
To show him all Earth's kingdoms, and their glory. 
His eye might there command wherever stood 
City of old or modern fame, the seat 
Of mightiest empire, from the destined walls 
Of Cambalu, seat of Cathaian Can, 
And Samarchand by Oxus, Temir's throne, 
To Paquin of Sinaean kings; and thence 
To Agra and Lahor of great Mogul, 
Down to the golden Chersonese; or where 
The Persian in Ecbatan sat, or since 
In Hispahan; or where the Russian Czar 
In Moscow; or the Sultan in Bizance, 
Turkestan-born; nor could his eye not ken 
The empire of Negus to his utmost port 
Ercoco, and the less maritime kings 
Mombaza, and Quiloa, and Melind, 
And Sofala, thought Ophir, to the realm 
Of Congo, and Angola farthest south; 
Or thence from Niger flood to Atlas mount 
The kingdoms of Almansor, Fez and Sus, 
Morocco, and Algiers, and Tremisen; 
On Europe thence, and where Rome was to sway 
The world: in spirit perhaps he also saw 
Rich Mexico, the seat of Montezuma, 
And Cusco in Peru, the richer seat 
Of Atabalipa; and yet unspoiled 
Guiana, whose great city Geryon's sons 
Call El Dorado."" (11.370-411) [neutral]","Beijing, seat of Chinese emperors; part of Michael's imperial panorama.",seventy,,0,0,1,region,region
Agra,27.180000,78.020000,1,Neutral,"""To whom thus Adam gratefully replied. 
Ascend, I follow thee, safe Guide, the path 
Thou leadest me; and to the hand of Heaven submit, 
However chastening; to the evil turn 
My obvious breast; arming to overcome 
By suffering, and earn rest from labor won, 
If so I may attain. So both ascend 
In the visions of God. It was a hill, 
Of Paradise the highest; from whose top 
The hemisphere of earth, in clearest ken, 
Stretched out to the amplest reach of prospect lay. 
Not higher that hill, nor wider looking round, 
Whereon, for different cause, the Tempter set 
Our second Adam, in the wilderness; 
To show him all Earth's kingdoms, and their glory. 
His eye might there command wherever stood 
City of old or modern fame, the seat 
Of mightiest empire, from the destined walls 
Of Cambalu, seat of Cathaian Can, 
And Samarchand by Oxus, Temir's throne, 
To Paquin of Sinaean kings; and thence 
To Agra and Lahor of great Mogul, 
Down to the golden Chersonese; or where 
The Persian in Ecbatan sat, or since 
In Hispahan; or where the Russian Czar 
In Moscow; or the Sultan in Bizance, 
Turkestan-born; nor could his eye not ken 
The empire of Negus to his utmost port 
Ercoco, and the less maritime kings 
Mombaza, and Quiloa, and Melind, 
And Sofala, thought Ophir, to the realm 
Of Congo, and Angola farthest south; 
Or thence from Niger flood to Atlas mount 
The kingdoms of Almansor, Fez and Sus, 
Morocco, and Algiers, and Tremisen; 
On Europe thence, and where Rome was to sway 
The world: in spirit perhaps he also saw 
Rich Mexico, the seat of Montezuma, 
And Cusco in Peru, the richer seat 
Of Atabalipa; and yet unspoiled 
Guiana, whose great city Geryon's sons 
Call El Dorado."" (11.370-411) [neutral]","Mogul capital, where Akbar built Taj Mahal; part of Michael's imperial panorama.",seventy,,0,0,1,region,region
Lahore ,31.549722,74.343611,1,Neutral,"""To whom thus Adam gratefully replied. 
Ascend, I follow thee, safe Guide, the path 
Thou leadest me; and to the hand of Heaven submit, 
However chastening; to the evil turn 
My obvious breast; arming to overcome 
By suffering, and earn rest from labor won, 
If so I may attain. So both ascend 
In the visions of God. It was a hill, 
Of Paradise the highest; from whose top 
The hemisphere of earth, in clearest ken, 
Stretched out to the amplest reach of prospect lay. 
Not higher that hill, nor wider looking round, 
Whereon, for different cause, the Tempter set 
Our second Adam, in the wilderness; 
To show him all Earth's kingdoms, and their glory. 
His eye might there command wherever stood 
City of old or modern fame, the seat 
Of mightiest empire, from the destined walls 
Of Cambalu, seat of Cathaian Can, 
And Samarchand by Oxus, Temir's throne, 
To Paquin of Sinaean kings; and thence 
To Agra and Lahor of great Mogul, 
Down to the golden Chersonese; or where 
The Persian in Ecbatan sat, or since 
In Hispahan; or where the Russian Czar 
In Moscow; or the Sultan in Bizance, 
Turkestan-born; nor could his eye not ken 
The empire of Negus to his utmost port 
Ercoco, and the less maritime kings 
Mombaza, and Quiloa, and Melind, 
And Sofala, thought Ophir, to the realm 
Of Congo, and Angola farthest south; 
Or thence from Niger flood to Atlas mount 
The kingdoms of Almansor, Fez and Sus, 
Morocco, and Algiers, and Tremisen; 
On Europe thence, and where Rome was to sway 
The world: in spirit perhaps he also saw 
Rich Mexico, the seat of Montezuma, 
And Cusco in Peru, the richer seat 
Of Atabalipa; and yet unspoiled 
Guiana, whose great city Geryon's sons 
Call El Dorado."" (11.370-411) [neutral]",Pakistani city where Mogul emperors occasionally resided; part of Michael's imperial panorama.,seventy,,0,0,1,region,region
Golden Chersonese,7.000000,100.000000,1,Neutral,"""To whom thus Adam gratefully replied. 
Ascend, I follow thee, safe Guide, the path 
Thou leadest me; and to the hand of Heaven submit, 
However chastening; to the evil turn 
My obvious breast; arming to overcome 
By suffering, and earn rest from labor won, 
If so I may attain. So both ascend 
In the visions of God. It was a hill, 
Of Paradise the highest; from whose top 
The hemisphere of earth, in clearest ken, 
Stretched out to the amplest reach of prospect lay. 
Not higher that hill, nor wider looking round, 
Whereon, for different cause, the Tempter set 
Our second Adam, in the wilderness; 
To show him all Earth's kingdoms, and their glory. 
His eye might there command wherever stood 
City of old or modern fame, the seat 
Of mightiest empire, from the destined walls 
Of Cambalu, seat of Cathaian Can, 
And Samarchand by Oxus, Temir's throne, 
To Paquin of Sinaean kings; and thence 
To Agra and Lahor of great Mogul, 
Down to the golden Chersonese; or where 
The Persian in Ecbatan sat, or since 
In Hispahan; or where the Russian Czar 
In Moscow; or the Sultan in Bizance, 
Turkestan-born; nor could his eye not ken 
The empire of Negus to his utmost port 
Ercoco, and the less maritime kings 
Mombaza, and Quiloa, and Melind, 
And Sofala, thought Ophir, to the realm 
Of Congo, and Angola farthest south; 
Or thence from Niger flood to Atlas mount 
The kingdoms of Almansor, Fez and Sus, 
Morocco, and Algiers, and Tremisen; 
On Europe thence, and where Rome was to sway 
The world: in spirit perhaps he also saw 
Rich Mexico, the seat of Montezuma, 
And Cusco in Peru, the richer seat 
Of Atabalipa; and yet unspoiled 
Guiana, whose great city Geryon's sons 
Call El Dorado."" (11.370-411) [neutral]",Indian realm reowned for its wealth; part of Michael's imperial panorama.,seventy,,0,0,1,region,region
Ectaban,34.800000,48.516667,1,Neutral,"""To whom thus Adam gratefully replied. 
Ascend, I follow thee, safe Guide, the path 
Thou leadest me; and to the hand of Heaven submit, 
However chastening; to the evil turn 
My obvious breast; arming to overcome 
By suffering, and earn rest from labor won, 
If so I may attain. So both ascend 
In the visions of God. It was a hill, 
Of Paradise the highest; from whose top 
The hemisphere of earth, in clearest ken, 
Stretched out to the amplest reach of prospect lay. 
Not higher that hill, nor wider looking round, 
Whereon, for different cause, the Tempter set 
Our second Adam, in the wilderness; 
To show him all Earth's kingdoms, and their glory. 
His eye might there command wherever stood 
City of old or modern fame, the seat 
Of mightiest empire, from the destined walls 
Of Cambalu, seat of Cathaian Can, 
And Samarchand by Oxus, Temir's throne, 
To Paquin of Sinaean kings; and thence 
To Agra and Lahor of great Mogul, 
Down to the golden Chersonese; or where 
The Persian in Ecbatan sat, or since 
In Hispahan; or where the Russian Czar 
In Moscow; or the Sultan in Bizance, 
Turkestan-born; nor could his eye not ken 
The empire of Negus to his utmost port 
Ercoco, and the less maritime kings 
Mombaza, and Quiloa, and Melind, 
And Sofala, thought Ophir, to the realm 
Of Congo, and Angola farthest south; 
Or thence from Niger flood to Atlas mount 
The kingdoms of Almansor, Fez and Sus, 
Morocco, and Algiers, and Tremisen; 
On Europe thence, and where Rome was to sway 
The world: in spirit perhaps he also saw 
Rich Mexico, the seat of Montezuma, 
And Cusco in Peru, the richer seat 
Of Atabalipa; and yet unspoiled 
Guiana, whose great city Geryon's sons 
Call El Dorado."" (11.370-411) [neutral]",Ancient summer residence of Persian kings; part of Michael's imperial panorama.,seventy,,0,0,1,region,region
Hispahan,32.633333,51.650000,1,Neutral,"""To whom thus Adam gratefully replied. 
Ascend, I follow thee, safe Guide, the path 
Thou leadest me; and to the hand of Heaven submit, 
However chastening; to the evil turn 
My obvious breast; arming to overcome 
By suffering, and earn rest from labor won, 
If so I may attain. So both ascend 
In the visions of God. It was a hill, 
Of Paradise the highest; from whose top 
The hemisphere of earth, in clearest ken, 
Stretched out to the amplest reach of prospect lay. 
Not higher that hill, nor wider looking round, 
Whereon, for different cause, the Tempter set 
Our second Adam, in the wilderness; 
To show him all Earth's kingdoms, and their glory. 
His eye might there command wherever stood 
City of old or modern fame, the seat 
Of mightiest empire, from the destined walls 
Of Cambalu, seat of Cathaian Can, 
And Samarchand by Oxus, Temir's throne, 
To Paquin of Sinaean kings; and thence 
To Agra and Lahor of great Mogul, 
Down to the golden Chersonese; or where 
The Persian in Ecbatan sat, or since 
In Hispahan; or where the Russian Czar 
In Moscow; or the Sultan in Bizance, 
Turkestan-born; nor could his eye not ken 
The empire of Negus to his utmost port 
Ercoco, and the less maritime kings 
Mombaza, and Quiloa, and Melind, 
And Sofala, thought Ophir, to the realm 
Of Congo, and Angola farthest south; 
Or thence from Niger flood to Atlas mount 
The kingdoms of Almansor, Fez and Sus, 
Morocco, and Algiers, and Tremisen; 
On Europe thence, and where Rome was to sway 
The world: in spirit perhaps he also saw 
Rich Mexico, the seat of Montezuma, 
And Cusco in Peru, the richer seat 
Of Atabalipa; and yet unspoiled 
Guiana, whose great city Geryon's sons 
Call El Dorado."" (11.370-411) [neutral]","Isfahan, sixteenth-century Persian capital; Michael showing Adam great empires and kingdoms on Earth",seventy,,0,0,1,region,region
Moscow,55.750000,37.616667,1,Neutral,"""To whom thus Adam gratefully replied. 
Ascend, I follow thee, safe Guide, the path 
Thou leadest me; and to the hand of Heaven submit, 
However chastening; to the evil turn 
My obvious breast; arming to overcome 
By suffering, and earn rest from labor won, 
If so I may attain. So both ascend 
In the visions of God. It was a hill, 
Of Paradise the highest; from whose top 
The hemisphere of earth, in clearest ken, 
Stretched out to the amplest reach of prospect lay. 
Not higher that hill, nor wider looking round, 
Whereon, for different cause, the Tempter set 
Our second Adam, in the wilderness; 
To show him all Earth's kingdoms, and their glory. 
His eye might there command wherever stood 
City of old or modern fame, the seat 
Of mightiest empire, from the destined walls 
Of Cambalu, seat of Cathaian Can, 
And Samarchand by Oxus, Temir's throne, 
To Paquin of Sinaean kings; and thence 
To Agra and Lahor of great Mogul, 
Down to the golden Chersonese; or where 
The Persian in Ecbatan sat, or since 
In Hispahan; or where the Russian Czar 
In Moscow; or the Sultan in Bizance, 
Turkestan-born; nor could his eye not ken 
The empire of Negus to his utmost port 
Ercoco, and the less maritime kings 
Mombaza, and Quiloa, and Melind, 
And Sofala, thought Ophir, to the realm 
Of Congo, and Angola farthest south; 
Or thence from Niger flood to Atlas mount 
The kingdoms of Almansor, Fez and Sus, 
Morocco, and Algiers, and Tremisen; 
On Europe thence, and where Rome was to sway 
The world: in spirit perhaps he also saw 
Rich Mexico, the seat of Montezuma, 
And Cusco in Peru, the richer seat 
Of Atabalipa; and yet unspoiled 
Guiana, whose great city Geryon's sons 
Call El Dorado."" (11.370-411) [neutral]",Seat of Russian czars; part of Michael's imperial panorama.,seventy,,0,0,1,region,region
Bizance,41.013611,28.955000,1,Neutral,"""To whom thus Adam gratefully replied. 
Ascend, I follow thee, safe Guide, the path 
Thou leadest me; and to the hand of Heaven submit, 
However chastening; to the evil turn 
My obvious breast; arming to overcome 
By suffering, and earn rest from labor won, 
If so I may attain. So both ascend 
In the visions of God. It was a hill, 
Of Paradise the highest; from whose top 
The hemisphere of earth, in clearest ken, 
Stretched out to the amplest reach of prospect lay. 
Not higher that hill, nor wider looking round, 
Whereon, for different cause, the Tempter set 
Our second Adam, in the wilderness; 
To show him all Earth's kingdoms, and their glory. 
His eye might there command wherever stood 
City of old or modern fame, the seat 
Of mightiest empire, from the destined walls 
Of Cambalu, seat of Cathaian Can, 
And Samarchand by Oxus, Temir's throne, 
To Paquin of Sinaean kings; and thence 
To Agra and Lahor of great Mogul, 
Down to the golden Chersonese; or where 
The Persian in Ecbatan sat, or since 
In Hispahan; or where the Russian Czar 
In Moscow; or the Sultan in Bizance, 
Turkestan-born; nor could his eye not ken 
The empire of Negus to his utmost port 
Ercoco, and the less maritime kings 
Mombaza, and Quiloa, and Melind, 
And Sofala, thought Ophir, to the realm 
Of Congo, and Angola farthest south; 
Or thence from Niger flood to Atlas mount 
The kingdoms of Almansor, Fez and Sus, 
Morocco, and Algiers, and Tremisen; 
On Europe thence, and where Rome was to sway 
The world: in spirit perhaps he also saw 
Rich Mexico, the seat of Montezuma, 
And Cusco in Peru, the richer seat 
Of Atabalipa; and yet unspoiled 
Guiana, whose great city Geryon's sons 
Call El Dorado."" (11.370-411) [neutral]","Byzantium, conquered by  Ottoman Empire in the fifteenth century; part of Michael's imperial panorama.",seventy,,0,0,1,region,region
Ercoco,15.533333,39.450000,1,Neutral,"""To whom thus Adam gratefully replied. 
Ascend, I follow thee, safe Guide, the path 
Thou leadest me; and to the hand of Heaven submit, 
However chastening; to the evil turn 
My obvious breast; arming to overcome 
By suffering, and earn rest from labor won, 
If so I may attain. So both ascend 
In the visions of God. It was a hill, 
Of Paradise the highest; from whose top 
The hemisphere of earth, in clearest ken, 
Stretched out to the amplest reach of prospect lay. 
Not higher that hill, nor wider looking round, 
Whereon, for different cause, the Tempter set 
Our second Adam, in the wilderness; 
To show him all Earth's kingdoms, and their glory. 
His eye might there command wherever stood 
City of old or modern fame, the seat 
Of mightiest empire, from the destined walls 
Of Cambalu, seat of Cathaian Can, 
And Samarchand by Oxus, Temir's throne, 
To Paquin of Sinaean kings; and thence 
To Agra and Lahor of great Mogul, 
Down to the golden Chersonese; or where 
The Persian in Ecbatan sat, or since 
In Hispahan; or where the Russian Czar 
In Moscow; or the Sultan in Bizance, 
Turkestan-born; nor could his eye not ken 
The empire of Negus to his utmost port 
Ercoco, and the less maritime kings 
Mombaza, and Quiloa, and Melind, 
And Sofala, thought Ophir, to the realm 
Of Congo, and Angola farthest south; 
Or thence from Niger flood to Atlas mount 
The kingdoms of Almansor, Fez and Sus, 
Morocco, and Algiers, and Tremisen; 
On Europe thence, and where Rome was to sway 
The world: in spirit perhaps he also saw 
Rich Mexico, the seat of Montezuma, 
And Cusco in Peru, the richer seat 
Of Atabalipa; and yet unspoiled 
Guiana, whose great city Geryon's sons 
Call El Dorado."" (11.370-411) [neutral]",Ethiopian city; part of Michael's imperial panorama.,seventy,,0,0,1,region,region
